id,department,classification,municipality,municipalCapital,latitude,longitude,altitude,northCoordinate,eastCoordinate,origin
942,SANTANDER,MUNICIPIO,GÁMBITA,GAMBITA,N 5°56'55{COM},W73°20'51{COM},2100,1149295,1081212,BOGOTA
943,SANTANDER,MUNICIPIO,GIRÓN,GIRON,N 7° 4'15{COM},W73°10'23{COM},703,1273446,1100307,BOGOTA
944,SANTANDER,MUNICIPIO,GUACA,GUACA,N 6°52'44{COM},W72°51'35{COM},2311,1252293,1134986,BOGOTA
945,SANTANDER,MUNICIPIO,GUADALUPE,GUADALUPE,N 6°15' 3{COM},W73°25'20{COM},1410,1182709,1072897,BOGOTA
946,SANTANDER,MUNICIPIO,GUAPOTÁ,GUAPOTA,N 6°18'39{COM},W73°19'27{COM},1475,1189360,1083740,BOGOTA
947,SANTANDER,MUNICIPIO,GUAVATÁ,GUAVATA,N 5°57'26{COM},W73°42'16{COM},1970,1150208,1041686,BOGOTA
948,SANTANDER,MUNICIPIO,GÜEPSA,GÜEPSA,N 6° 1'33{COM},W73°35' 3{COM},1440,1157806,1054997,BOGOTA
949,SANTANDER,MUNICIPIO,HATO,HATO,N 6°32'45{COM},W73°18'41{COM},1300,1215353,1085115,BOGOTA
950,SANTANDER,MUNICIPIO,JESÚS MARÍA,JESUS MARIA,N 5°52'44{COM},W73°47'12{COM},1890,1141540,1032586,BOGOTA
951,SANTANDER,MUNICIPIO,JORDAN,JORDAN,N 6°44'10{COM},W73° 5'59{COM},300,1236439,1108487,BOGOTA
952,SANTANDER,MUNICIPIO,LA BELLEZA,LA BELLEZA,N 5°51'41{COM},W73°58' 7{COM},2000,1139597,1012437,BOGOTA
953,SANTANDER,MUNICIPIO,LA PAZ,LA PAZ,N 6°10'56{COM},W73°35'35{COM},1950,1175101,1053997,BOGOTA
954,SANTANDER,MUNICIPIO,LANDÁZURI,LANDAZURI,N 6°13'26{COM},W73°48'50{COM},926,1179691,1029553,BOGOTA
955,SANTANDER,MUNICIPIO,LEBRIJA,LEBRIJA,N 7° 7' 3{COM},W73°13'19{COM},1013,1278597,1094896,BOGOTA
956,SANTANDER,MUNICIPIO,LOS SANTOS,LOS SANTOS,N 6°45'33{COM},W73° 6'21{COM},1295,1238988,1107806,BOGOTA
957,SANTANDER,MUNICIPIO,MACARAVITA,MACARAVITA,N 6°30'31{COM},W72°35'48{COM},2270,1211412,1164193,BOGOTA
958,SANTANDER,MUNICIPIO,MÁLAGA,MALAGA,N 6°42' 8{COM},W72°44'10{COM},2206,1232786,1148706,BOGOTA
959,SANTANDER,MUNICIPIO,MATANZA,MATANZA,N 7°19'32{COM},W73° 1'11{COM},1580,1301657,1117185,BOGOTA
960,SANTANDER,MUNICIPIO,MOGOTES,MOGOTES,N 6°28'43{COM},W72°58'28{COM},1682,1207987,1122403,BOGOTA
961,SANTANDER,MUNICIPIO,MOLAGAVITA,MOLAGAVITA,N 6°40'33{COM},W72°48'45{COM},2180,1229845,1140265,BOGOTA
962,SANTANDER,MUNICIPIO,OCAMONTE,OCAMONTE,N 6°20'36{COM},W73° 7'36{COM},1430,1192990,1105590,BOGOTA
963,SANTANDER,MUNICIPIO,OIBA,OIBA,N 6°16' 1{COM},W73°18'10{COM},1420,1184509,1086114,BOGOTA
964,SANTANDER,MUNICIPIO,ONZAGA,ONZAGA,N 6°20'50{COM},W72°49'14{COM},1945,1193493,1139465,BOGOTA
965,SANTANDER,MUNICIPIO,PALMAR,PALMAR,N 6°32'29{COM},W73°17'43{COM},870,1214864,1086897,BOGOTA
966,SANTANDER,MUNICIPIO,PALMAS DEL SOCORRO,PALMAS DEL SOCORRO,N 6°24'37{COM},W73°17'29{COM},1190,1200364,1087350,BOGOTA
967,SANTANDER,MUNICIPIO,PÁRAMO,PARAMO,N 6°25' 8{COM},W73°10'26{COM},1406,1201338,1100349,BOGOTA
968,SANTANDER,MUNICIPIO,PIEDECUESTA,PIEDECUESTA,N 6°59'23{COM},W73° 3'14{COM},1009,1264501,1113495,BOGOTA
969,SANTANDER,MUNICIPIO,PINCHOTE,PINCHOTE,N 6°32' 8{COM},W73°10'35{COM},1170,1214241,1100050,BOGOTA
970,SANTANDER,MUNICIPIO,PUENTE NACIONAL,PUENTE NACIONAL,N 5°52'52{COM},W73°40'58{COM},1625,1141793,1044091,BOGOTA
971,SANTANDER,MUNICIPIO,PUERTO PARRA,PUERTO PARRA,N 6°39' 6{COM},W74° 3'40{COM},100,1226992,1002190,BOGOTA
972,SANTANDER,MUNICIPIO,PUERTO WILCHES,PUERTO WILCHES,N 7°20'58{COM},W73°54'23{COM},65,1304164,1019271,BOGOTA
973,SANTANDER,MUNICIPIO,RIONEGRO,RIONEGRO,N 7°16' 3{COM},W73° 9'13{COM},655,1295203,1102412,BOGOTA
974,SANTANDER,MUNICIPIO,SABANA DE TORRES,SABANA DE TORRES,N 7°23'54{COM},W73°29'50{COM},135,1309609,1064443,BOGOTA
975,SANTANDER,MUNICIPIO,SAN ANDRÉS,SAN ANDRES,N 6°48'47{COM},W72°51'14{COM},1607,1245012,1135649,BOGOTA
976,SANTANDER,MUNICIPIO,SAN BENITO,SAN BENITO,N 6° 8'23{COM},W73°30'23{COM},1200,1170410,1063595,BOGOTA
977,SANTANDER,MUNICIPIO,SAN GIL,SAN GIL,N 6°33'34{COM},W73° 8'10{COM},1117,1216891,1104500,BOGOTA
978,SANTANDER,MUNICIPIO,SAN JOAQUÍN,SAN JOAQUIN,N 6°25'48{COM},W72°52'17{COM},1974,1202636,1133818,BOGOTA
979,SANTANDER,MUNICIPIO,SAN JOSÉ DE MIRANDA,SAN JOSE DE MIRANDA,N 6°39'40{COM},W72°44'15{COM},1979,1228238,1148565,BOGOTA
980,SANTANDER,MUNICIPIO,SAN MIGUEL,SAN MIGUEL,N 6°34'43{COM},W72°38'59{COM},1890,1219139,1158300,BOGOTA
981,SANTANDER,MUNICIPIO,SAN VICENTE DE CHUCURÍ,SAN VICENTE DE CHUCURI,N 6°53' 1{COM},W73°24'51{COM},652,1252694,1073695,BOGOTA
982,SANTANDER,MUNICIPIO,SANTA BÁRBARA,SANTA BARBARA,N 6°59'35{COM},W72°54'38{COM},1900,1264907,1129335,BOGOTA
983,SANTANDER,MUNICIPIO,SANTA HELENA DEL OPÓN,SANTA HELENA DEL OPON,N 6°20'30{COM},W73°37'12{COM},1150,1192731,1051000,BOGOTA
984,SANTANDER,MUNICIPIO,SIMACOTA,SIMACOTA,N 6°26'50{COM},W73°20'29{COM},1080,1204441,1081812,BOGOTA
985,SANTANDER,MUNICIPIO,SOCORRO,SOCORRO,N 6°28'19{COM},W73°15'53{COM},1215,1207189,1090290,BOGOTA
986,SANTANDER,MUNICIPIO,SUAITA,SUAITA,N 6° 6'12{COM},W73°26'45{COM},1750,1166393,1070303,BOGOTA
987,SANTANDER,MUNICIPIO,SUCRE,SUCRE,N 5°55'22{COM},W73°47'44{COM},2200,1146393,1031599,BOGOTA
988,SANTANDER,MUNICIPIO,SURATÁ,SURATA,N 7°22'11{COM},W72°59'14{COM},1740,1306551,1120762,BOGOTA
989,SANTANDER,MUNICIPIO,TONA,TONA,N 7°12'20{COM},W72°58' 9{COM},1850,1288397,1122801,BOGOTA
990,SANTANDER,MUNICIPIO,VALLE DE SAN JOSÉ,VALLE DE SAN JOSE,N 6°27' 4{COM},W73° 8'53{COM},1230,1204907,1103201,BOGOTA
991,SANTANDER,MUNICIPIO,VÉLEZ,VELEZ,N 6° 0'52{COM},W73°40'44{COM},2133,1156538,1044511,BOGOTA
992,SANTANDER,MUNICIPIO,VETAS,VETAS,N 7°18'42{COM},W72°52'21{COM},3350,1300161,1133449,BOGOTA
993,SANTANDER,MUNICIPIO,VILLANUEVA,VILLANUEVA,N 6°40'28{COM},W73°10'41{COM},1470,1229602,1099837,BOGOTA
994,SANTANDER,MUNICIPIO,ZAPATOCA,ZAPATOCA,N 6°49' 9{COM},W73°16'20{COM},1707,1245590,1089397,BOGOTA
995,SUCRE,MUNICIPIO,SINCELEJO,SINCELEJO,N 9°18'18{COM},W75°23'52{COM},213,1520712,855306,BOGOTA
996,SUCRE,MUNICIPIO,BUENAVISTA,BUENAVISTA,N 9°19'21{COM},W74°58'39{COM},87,1522503,901495,BOGOTA
997,SUCRE,MUNICIPIO,CAIMITO,CAIMITO,N 8°47'39{COM},W75° 7'13{COM},20,1464102,885640,BOGOTA
998,SUCRE,MUNICIPIO,CHALÁN,CHALAN,N 9°32'57{COM},W75°18'59{COM},280,1547692,864346,BOGOTA
999,SUCRE,MUNICIPIO,COLOSÓ,COLOSO,N 9°29'48{COM},W75°21'21{COM},160,1541899,859993,BOGOTA
1000,SUCRE,MUNICIPIO,COROZAL,COROZAL,N 9°19' 4{COM},W75°17'45{COM},150,1522085,866514,BOGOTA
1001,SUCRE,MUNICIPIO,COVEÑAS,COVEÑAS,N 9°24'28{COM},W75°41'14{COM},2,1532115,1153093,OESTE
1002,SUCRE,MUNICIPIO,EL ROBLE,EL ROBLE,N 9° 6'21{COM},W75°11'56{COM},100,1498604,877094,BOGOTA
1003,SUCRE,MUNICIPIO,GALERAS,GALERAS,N 9° 9'47{COM},W75° 3' 9{COM},55,1504887,893206,BOGOTA
1004,SUCRE,MUNICIPIO,GUARANDA,GUARANDA,N 8°28'11{COM},W74°32'19{COM},25,1428089,949599,BOGOTA
1005,SUCRE,MUNICIPIO,LA UNIÓN,LA UNION,N 8°51'38{COM},W75°16'51{COM},80,1471499,867995,BOGOTA
1006,SUCRE,MUNICIPIO,LOS PALMITOS,LOS PALMITOS,N 9°22'53{COM},W75°16'18{COM},184,1529113,869193,BOGOTA
1007,SUCRE,MUNICIPIO,MAJAGUAL,MAJAGUAL,N 8°32'33{COM},W74°37'57{COM},22,1436152,939271,BOGOTA
1008,SUCRE,MUNICIPIO,MORROA,MORROA,N 9°20'13{COM},W75°18'32{COM},160,1524211,865087,BOGOTA
1009,SUCRE,MUNICIPIO,OVEJAS,OVEJAS,N 9°31'40{COM},W75°14' 2{COM},258,1545294,873397,BOGOTA
1010,SUCRE,MUNICIPIO,PALMITO,PALMITO,N 9°20' 6{COM},W75°32'47{COM},40,1524095,838987,BOGOTA
1011,SUCRE,MUNICIPIO,SAMPUÉS,SAMPUES,N 9°11' 5{COM},W75°22'48{COM},160,1507398,857211,BOGOTA
1012,SUCRE,MUNICIPIO,SAN BENITO ABAD,SAN BENITO,N 8°55'54{COM},W75° 1'52{COM},22,1479285,895490,BOGOTA
1013,SUCRE,MUNICIPIO,SAN JUAN DE BETULIA,SAN JUAN DE BETULIA,N 9°16'32{COM},W75°14'45{COM},145,1517396,871993,BOGOTA
1014,SUCRE,MUNICIPIO,SAN MARCOS,SAN MARCOS,N 8°39'40{COM},W75° 8' 5{COM},20,1449388,884009,BOGOTA
1015,SUCRE,MUNICIPIO,SAN ONOFRE,SAN ONOFRE,N 9°44'24{COM},W75°31'41{COM},34,1568896,841190,BOGOTA
1016,SUCRE,MUNICIPIO,SAN PEDRO,SAN PEDRO,N 9°23'53{COM},W75° 4' 7{COM},137,1530888,891507,BOGOTA
1017,SUCRE,MUNICIPIO,SINCÉ,SINCE,N 9°14'49{COM},W75° 9' 4{COM},140,1514198,882393,BOGOTA
1018,SUCRE,MUNICIPIO,SUCRE,SUCRE,N 8°48'50{COM},W74°43'31{COM},19,1466185,929107,BOGOTA
1019,SUCRE,MUNICIPIO,TOLÚ,TOLU,N 9°31'42{COM},W75°34'55{COM},4,1545501,1164602,OESTE
1020,SUCRE,MUNICIPIO,TOLUVIEJO,TOLUVIEJO,N 9°27'14{COM},W75°26'35{COM},68,1537203,850394,BOGOTA
1021,TOLIMA,MUNICIPIO,IBAGUÉ,IBAGUE,N 4°26'20{COM},W75°13'56{COM},1286,982389,872206,BOGOTA
1022,TOLIMA,MUNICIPIO,ALPUJARRA,ALPUJARRA,N 3°23'36{COM},W74°56' 9{COM},1306,866713,904990,BOGOTA
1023,TOLIMA,MUNICIPIO,ALVARADO,ALVARADO,N 4°34' 7{COM},W74°57'24{COM},418,996693,902812,BOGOTA
1024,TOLIMA,MUNICIPIO,AMBALEMA,AMBALEMA,N 4°47'11{COM},W74°46' 1{COM},238,1020755,923891,BOGOTA
1025,TOLIMA,MUNICIPIO,ANZOÁTEGUI,ANZOATEGUI,N 4°38' 3{COM},W75° 5'50{COM},1900,1003964,887222,BOGOTA
1026,TOLIMA,MUNICIPIO,ARMERO,GUAYABAL,N 5° 1'54{COM},W74°53'27{COM},331,1047896,910179,BOGOTA
1027,TOLIMA,MUNICIPIO,ATACO,ATACO,N 3°35'43{COM},W75°23' 9{COM},450,889106,855003,BOGOTA
1028,TOLIMA,MUNICIPIO,CAJAMARCA,CAJAMARCA,N 4°26'39{COM},W75°25'48{COM},1814,983010,850250,BOGOTA
1029,TOLIMA,MUNICIPIO,CARMEN DE APICALÁ,CARMEN DE APICALA,N 4° 9' 1{COM},W74°43'36{COM},350,950403,928298,BOGOTA
1030,TOLIMA,MUNICIPIO,CASABIANCA,CASABLANCA,N 5° 4'57{COM},W75° 7'22{COM},1900,1053555,884463,BOGOTA
1031,TOLIMA,MUNICIPIO,CHAPARRAL,CHAPARRAL,N 3°43'37{COM},W75°29'14{COM},853,903686,843758,BOGOTA
1032,TOLIMA,MUNICIPIO,COELLO,COELLO,N 4°17'25{COM},W74°54' 5{COM},300,965904,908913,BOGOTA
1033,TOLIMA,MUNICIPIO,COYAIMA,COYAIMA,N 3°48' 9{COM},W75°11'55{COM},358,911997,875838,BOGOTA
1034,TOLIMA,MUNICIPIO,CUNDAY,CUNDAY,N 4° 3'48{COM},W74°41'44{COM},460,940786,931746,BOGOTA
1035,TOLIMA,MUNICIPIO,DOLORES,DOLORES,N 3°32'31{COM},W74°54' 1{COM},1450,883145,908956,BOGOTA
1036,TOLIMA,MUNICIPIO,ESPINAL,ESPINAL,N 4° 9'10{COM},W74°53'20{COM},323,950696,910285,BOGOTA
1037,TOLIMA,MUNICIPIO,FALAN,FALAN,N 5° 7'34{COM},W74°57' 9{COM},930,1058350,903354,BOGOTA
1038,TOLIMA,MUNICIPIO,FLANDES,FLANDES,N 4°17'25{COM},W74°49' 7{COM},290,965895,918103,BOGOTA
1039,TOLIMA,MUNICIPIO,FRESNO,FRESNO,N 5° 9'21{COM},W75° 2'26{COM},1478,1061651,893594,BOGOTA
1040,TOLIMA,MUNICIPIO,GUAMO,GUAMO,N 4° 1'57{COM},W74°58'19{COM},321,937404,901047,BOGOTA
1041,TOLIMA,MUNICIPIO,HERVEO,HERVEO,N 5° 4'60{COM},W75°10'49{COM},2250,1053658,878086,BOGOTA
1042,TOLIMA,MUNICIPIO,HONDA,HONDA,N 5°12'31{COM},W74°44'22{COM},206,1067446,926989,BOGOTA
1043,TOLIMA,MUNICIPIO,ICONONZO,ICONONZO,N 4°10'49{COM},W74°32'10{COM},1250,953706,949459,BOGOTA
1044,TOLIMA,MUNICIPIO,LÉRIDA,LERIDA,N 4°51'49{COM},W74°54'47{COM},345,1029313,907691,BOGOTA
1045,TOLIMA,MUNICIPIO,LÍBANO,LIBANO,N 4°55'36{COM},W75° 4' 4{COM},1600,1036310,890537,BOGOTA
1046,TOLIMA,MUNICIPIO,MARIQUITA,MARIQUITA,N 5°12' 4{COM},W74°53'47{COM},496,1066637,909587,BOGOTA
1047,TOLIMA,MUNICIPIO,MELGAR,MELGAR,N 4°12'26{COM},W74°38'44{COM},324,956694,937309,BOGOTA
1048,TOLIMA,MUNICIPIO,MURILLO,MURILLO,N 4°52'38{COM},W75°10'26{COM},2950,1030860,878756,BOGOTA
1049,TOLIMA,MUNICIPIO,NATAGAIMA,NATAGAIMA,N 3°37'23{COM},W75° 5'46{COM},326,892137,887203,BOGOTA
1050,TOLIMA,MUNICIPIO,ORTEGA,ORTEGA,N 3°56'20{COM},W75°13'28{COM},400,927086,872988,BOGOTA
1051,TOLIMA,MUNICIPIO,PALOCABILDO,PALOCABILDO,N 5° 7'19{COM},W75° 1'33{COM},1410,1057901,895221,BOGOTA
1052,TOLIMA,MUNICIPIO,PIEDRAS,PIEDRAS,N 4°32'35{COM},W74°52'60{COM},433,993858,910948,BOGOTA
1053,TOLIMA,MUNICIPIO,PLANADAS,PLANADAS,N 3°11'52{COM},W75°38'54{COM},1224,845158,1159251,OESTE
1054,TOLIMA,MUNICIPIO,PRADO,PRADO,N 3°45' 8{COM},W74°56' 3{COM},320,906403,905212,BOGOTA
1055,TOLIMA,MUNICIPIO,PURIFICACIÓN,PURIFICACION,N 3°51'45{COM},W74°56' 4{COM},310,918599,905193,BOGOTA
1056,TOLIMA,MUNICIPIO,RIOBLANCO,RIOBLANCO,N 3°31'58{COM},W75°38'54{COM},1250,882213,1159196,OESTE
1057,TOLIMA,MUNICIPIO,RONCESVALLES,RONCESVALLES,N 4° 0'50{COM},W75°36'30{COM},2550,935439,1163552,OESTE
1058,TOLIMA,MUNICIPIO,ROVIRA,ROVIRA,N 4°14'34{COM},W75°14'36{COM},875,960700,870939,BOGOTA
1059,TOLIMA,MUNICIPIO,SALDAÑA,SALDAÑA,N 3°55'54{COM},W75° 1' 2{COM},311,926258,896006,BOGOTA
1060,TOLIMA,MUNICIPIO,SAN ANTONIO,SAN ANTONIO,N 3°54'59{COM},W75°29' 1{COM},1447,924641,844193,BOGOTA
1061,TOLIMA,MUNICIPIO,SAN LUIS,SAN LUIS,N 4° 8' 7{COM},W75° 5'56{COM},475,948788,886963,BOGOTA
1062,TOLIMA,MUNICIPIO,SANTA ISABEL,SANTA ISABEL,N 4°43' 0{COM},W75° 6' 6{COM},2270,1013090,886742,BOGOTA
1063,TOLIMA,MUNICIPIO,SUÁREZ,SUAREZ,N 4° 3' 7{COM},W74°50' 8{COM},275,939539,916197,BOGOTA
1064,TOLIMA,MUNICIPIO,VALLE DE SAN JUAN,VALLE DE SAN JUAN,N 4°12' 8{COM},W75° 7'18{COM},590,956195,884443,BOGOTA
1065,TOLIMA,MUNICIPIO,VENADILLO,VENADILLO,N 4°43'17{COM},W74°55'54{COM},332,1013587,905607,BOGOTA
1066,TOLIMA,MUNICIPIO,VILLAHERMOSA,VILLAHERMOSA,N 5° 2' 3{COM},W75° 7' 8{COM},2000,1048208,884885,BOGOTA
1067,TOLIMA,MUNICIPIO,VILLARRICA,VILLARRICA,N 3°56'16{COM},W74°36'13{COM},1125,926894,941947,BOGOTA
1068,VALLE DEL CAUCA,MUNICIPIO,CALI,CALI,N 3°26'15{COM},W76°31'22{COM},991,871573,1062024,OESTE
1069,VALLE DEL CAUCA,MUNICIPIO,ALCALÁ,ALCALA,N 4°40'39{COM},W75°47'16{COM},1220,1008808,1143493,OESTE
1070,VALLE DEL CAUCA,MUNICIPIO,ANDALUCÍA,ANDALUCIA,N 4°10'28{COM},W76°10'13{COM},956,953105,1101113,OESTE
1071,VALLE DEL CAUCA,MUNICIPIO,ANSERMANUEVO,ANSERMANUEVO,N 4°47'59{COM},W75°59'57{COM},964,1022286,1120012,OESTE
1072,VALLE DEL CAUCA,MUNICIPIO,ARGELIA,ARGELIA,N 4°43'43{COM},W76° 7'27{COM},1512,1014401,1106154,OESTE
1073,VALLE DEL CAUCA,MUNICIPIO,BOLÍVAR,BOLIVAR,N 4°20'27{COM},W76°11'18{COM},930,971505,1099087,OESTE
1074,VALLE DEL CAUCA,MUNICIPIO,BUENAVENTURA,BUENAVENTURA,N 3°53'36{COM},W77° 4'12{COM},6,921961,1001212,OESTE
1075,VALLE DEL CAUCA,MUNICIPIO,BUGA,BUGA,N 3°54' 9{COM},W76°18'11{COM},967,923015,1086398,OESTE
1076,VALLE DEL CAUCA,MUNICIPIO,BUGALAGRANDE,BUGALAGRANDE,N 4°12'35{COM},W76° 9'38{COM},941,957008,1102188,OESTE
1077,VALLE DEL CAUCA,MUNICIPIO,CAICEDONIA,CAICEDONIA,N 4°20'15{COM},W75°49'57{COM},1167,971192,1138594,OESTE
1078,VALLE DEL CAUCA,MUNICIPIO,CALIMA,EL DARIEN,N 3°56' 3{COM},W76°29'19{COM},1500,926500,1065785,OESTE
1079,VALLE DEL CAUCA,MUNICIPIO,CANDELARIA,CANDELARIA,N 3°24'48{COM},W76°21' 4{COM},975,868913,1081104,OESTE
1080,VALLE DEL CAUCA,MUNICIPIO,CARTAGO,CARTAGO,N 4°44'57{COM},W75°55' 6{COM},917,1016709,1128991,OESTE
1081,VALLE DEL CAUCA,MUNICIPIO,DAGUA,DAGUA,N 3°39'37{COM},W76°41'35{COM},827,896199,1043091,OESTE
1082,VALLE DEL CAUCA,MUNICIPIO,EL AGUILA,EL AGUILA,N 4°54'34{COM},W76° 2'36{COM},1750,1034414,1115093,OESTE
1083,VALLE DEL CAUCA,MUNICIPIO,EL CAIRO,EL CAIRO,N 4°45'47{COM},W76°13'35{COM},1800,1018195,1094807,OESTE
1084,VALLE DEL CAUCA,MUNICIPIO,EL CERRITO,EL CERRITO,N 3°41'17{COM},W76°19' 0{COM},988,899298,1084907,OESTE
1085,VALLE DEL CAUCA,MUNICIPIO,EL DOVIO,EL DOVIO,N 4°30'46{COM},W76°14'28{COM},1250,990514,1093206,OESTE
1086,VALLE DEL CAUCA,MUNICIPIO,FLORIDA,FLORIDA,N 3°19'40{COM},W76°14'19{COM},1038,859462,1093615,OESTE
1087,VALLE DEL CAUCA,MUNICIPIO,GINEBRA,GINEBRA,N 3°43'43{COM},W76°16'15{COM},1036,903787,1089995,OESTE
1088,VALLE DEL CAUCA,MUNICIPIO,GUACARÍ,GUACARI,N 3°46'10{COM},W76°20'18{COM},966,908296,1082492,OESTE
1089,VALLE DEL CAUCA,MUNICIPIO,JAMUNDÍ,JAMUNDI,N 3°15'51{COM},W76°32'41{COM},970,852404,1059596,OESTE
1090,VALLE DEL CAUCA,MUNICIPIO,LA CUMBRE,LA CUMBRE,N 3°39'14{COM},W76°34'21{COM},1584,895499,1056485,OESTE
1091,VALLE DEL CAUCA,MUNICIPIO,LA UNIÓN,LA UNION,N 4°32'10{COM},W76° 6'25{COM},963,993113,1108094,OESTE
1092,VALLE DEL CAUCA,MUNICIPIO,LA VICTORIA,LA VICTORIA,N 4°31'27{COM},W76° 2'28{COM},916,991802,1115403,OESTE
1093,VALLE DEL CAUCA,MUNICIPIO,OBANDO,OBANDO,N 4°34'39{COM},W75°58'41{COM},935,997711,1122393,OESTE
1094,VALLE DEL CAUCA,MUNICIPIO,PALMIRA,PALMIRA,N 3°31'54{COM},W76°18'10{COM},1003,882004,1086465,OESTE
1095,VALLE DEL CAUCA,MUNICIPIO,PRADERA,PRADERA,N 3°25'17{COM},W76°14'42{COM},1058,869814,1092896,OESTE
1096,VALLE DEL CAUCA,MUNICIPIO,RESTREPO,RESTREPO,N 3°49'34{COM},W76°31'37{COM},1400,914547,1061535,OESTE
1097,VALLE DEL CAUCA,MUNICIPIO,RIOFRÍO,RIOFRIO,N 4° 9'30{COM},W76°17'41{COM},939,951308,1087296,OESTE
1098,VALLE DEL CAUCA,MUNICIPIO,ROLDANILLO,ROLDANILLO,N 4°24'54{COM},W76° 9'17{COM},945,979712,1102808,OESTE
1099,VALLE DEL CAUCA,MUNICIPIO,SAN PEDRO,SAN PEDRO,N 3°59'47{COM},W76°13'55{COM},975,933406,1094286,OESTE
1100,VALLE DEL CAUCA,MUNICIPIO,SEVILLA,SEVILLA,N 4°16' 8{COM},W75°56'10{COM},1613,963585,1127101,OESTE
1101,VALLE DEL CAUCA,MUNICIPIO,TORO,TORO,N 4°36'43{COM},W76° 4'54{COM},958,1001504,1110888,OESTE
1102,VALLE DEL CAUCA,MUNICIPIO,TRUJILLO,TRUJILLO,N 4°12'52{COM},W76°19'21{COM},1308,957511,1084206,OESTE
1103,VALLE DEL CAUCA,MUNICIPIO,TULUÁ,TULUA,N 4° 5'12{COM},W76°12' 1{COM},974,943394,1097792,OESTE
1104,VALLE DEL CAUCA,MUNICIPIO,ULLOA,ULLOA,N 4°42'16{COM},W75°44'25{COM},1410,1011798,1148759,OESTE
1105,VALLE DEL CAUCA,MUNICIPIO,VERSALLES,VERSALLES,N 4°34'40{COM},W76°12'12{COM},1900,997708,1097390,OESTE
1106,VALLE DEL CAUCA,MUNICIPIO,VIJES,VIJES,N 3°42'13{COM},W76°26'47{COM},900,901007,1070493,OESTE
1107,VALLE DEL CAUCA,MUNICIPIO,YOTOCO,YOTOCO,N 3°51'49{COM},W76°23' 9{COM},850,918706,1077207,OESTE
1108,VALLE DEL CAUCA,MUNICIPIO,YUMBO,YUMBO,N 3°35' 6{COM},W76°29'45{COM},998,887886,1065008,OESTE
1109,VALLE DEL CAUCA,MUNICIPIO,ZARZAL,ZARZAL,N 4°23'55{COM},W76° 4'38{COM},917,977910,1111414,OESTE
1110,VAUPÉS,MUNICIPIO,MITÚ,MITU,N 1°16' 2{COM},W70°13'55{COM},182,631587,1094491,ESTE
1111,VAUPÉS,MUNICIPIO,CARURÚ,CARURU,N 1° 0'48{COM},W71°18' 0{COM},200,603498,975615,ESTE
1112,VAUPÉS,CORREGIMIENTO,PACOA,BUENOS AIRES,N 0° 1'46{COM},W71° 1'31{COM},200,494703,1006194,ESTE
1113,VAUPÉS,CORREGIMIENTO,PAPUNAUA,PAPUNAUA,N 1°54'54{COM},W70°36'41{COM},200,703207,1052241,ESTE
1114,VAUPÉS,MUNICIPIO,TARAIRA,TARAIRA,S 0°29'39{COM},W69°40'11{COM},100,436788,1157110,ESTE
1115,VAUPÉS,CORREGIMIENTO,YAVARATÉ,YAVARATE,N 0°36'54{COM},W69°12'30{COM},100,559464,874491,ESTE-ESTE
1116,VICHADA,MUNICIPIO,PUERTO CARREÑO,PUERTO CARREÑO,N 6°11'20{COM},W67°29' 5{COM},51,1175850,1065988,ESTE-ESTE
1117,VICHADA,MUNICIPIO,CUMARIBO,CUMARIBO,N 4°26'39{COM},W69°48'45{COM},161,982994,1140795,ESTE
1118,VICHADA,MUNICIPIO,LA PRIMAVERA,LA PRIMAVERA,N 5°29'44{COM},W70°25'21{COM},100,1099180,1072964,ESTE
1119,VICHADA,MUNICIPIO,SANTA ROSALÍA,SANTA ROSALIA,N 5° 7'46{COM},W70°52'47{COM},125,1058657,1022309,ESTE
