id,indicatorId,initialNumber,finalNumber,company,ndc
1388,1930,177,177,EXCLUSIVO SPRINT,1
1390,1930,199,199,EXCLUSIVO AT,1
1391,1930,456,456,EXCLUSIVO AT,1
1393,1930,201,203,,1
1394,1930,205,210,,1
1395,1930,212,219,,1
1396,1930,224,224,,1
1397,1930,225,225,,1
1398,1930,228,228,,1
1399,1930,229,229,,1
1400,1930,231,231,,1
1401,1930,234,234,,1
1402,1930,240,240,,1
1403,1930,248,248,,1
1404,1930,252,254,,1
1405,1930,256,256,,1
1406,1930,262,262,,1
1407,1930,267,267,,1
1408,1930,270,270,,1
1409,1930,278,278,,1
1410,1930,281,281,,1
1411,1930,301,305,,1
1412,1930,307,310,,1
1413,1930,312,321,,1
1414,1930,323,323,,1
1415,1930,330,330,,1
1416,1930,331,331,,1
1417,1930,334,334,,1
1418,1930,336,336,,1
1419,1930,337,337,,1
1420,1930,341,341,,1
1421,1930,485,485,,1
1422,1930,500,500,,1
1423,1930,501,505,,1
1424,1930,507,510,,1
1425,1930,512,512,,1
1426,1930,513,513,,1
1427,1930,515,518,,1
1428,1930,520,520,,1
1429,1930,530,530,,1
1430,1930,540,540,,1
1431,1930,541,541,,1
1432,1930,559,559,,1
1433,1930,561,561,,1
1434,1930,562,562,,1
1435,1930,564,564,,1
1436,1930,570,570,,1
1437,1930,571,571,,1
1438,1930,573,573,,1
1439,1930,580,580,,1
1440,1930,586,586,,1
1441,1930,601,603,,1
1442,1930,605,610,,1
1443,1930,612,612,,1
1444,1930,614,619,,1
1445,1930,623,623,,1
1446,1930,626,626,,1
1447,1930,628,628,,1
1448,1930,630,630,,1
1449,1930,631,631,,1
1450,1930,636,636,,1
1451,1930,646,646,,1
1452,1930,650,650,,1
1453,1930,651,651,,1
1454,1930,657,657,,1
1455,1930,660,662,,1
1456,1930,669,669,,1
1457,1930,678,678,,1
1458,1930,679,679,,1
1459,1930,701,704,,1
1460,1930,706,708,,1
1461,1930,710,710,,1
1462,1930,712,720,,1
1463,1930,724,724,,1
1464,1930,727,727,,1
1465,1930,732,732,,1
1466,1930,734,734,,1
1467,1930,740,740,,1
1468,1930,747,747,,1
1469,1930,752,752,,1
1470,1930,757,757,,1
1471,1930,760,760,,1
1472,1930,763,765,,1
1473,1930,770,770,,1
1474,1930,773,773,,1
1475,1930,775,775,,1
1476,1930,781,781,,1
1477,1930,785,785,,1
1478,1930,786,786,,1
1479,1930,801,806,,1
1480,1930,810,810,,1
1481,1930,812,818,,1
1482,1930,828,828,,1
1483,1930,830,830,,1
1484,1930,831,831,,1
1485,1930,832,832,,1
1486,1930,843,843,,1
1487,1930,845,845,,1
1488,1930,847,847,,1
1489,1930,850,850,,1
1490,1930,856,856,,1
1491,1930,858,860,,1
1492,1930,863,865,,1
1493,1930,870,870,,1
1494,1930,872,872,,1
1495,1930,880,880,,1
1496,1930,900,900,,1
1497,1930,901,901,,1
1498,1930,903,903,,1
1499,1930,904,904,,1
1500,1930,906,906,,1
1501,1930,908,910,,1
1502,1930,912,920,,1
1503,1930,925,925,,1
1504,1930,931,931,,1
1505,1930,935,935,,1
1506,1930,937,937,,1
1507,1930,940,940,,1
1508,1930,941,941,,1
1509,1930,949,949,,1
1510,1930,951,951,,1
1511,1930,952,952,,1
1512,1930,954,954,,1
1513,1930,956,956,,1
1514,1930,970,973,,1
1515,1930,978,980,,1
1516,1930,989,989,,1
1517,1928,204,204,,1
1518,1928,250,250,,1
1519,1928,306,306,,1
1520,1928,403,403,,1
1521,1928,416,416,,1
1522,1928,418,418,,1
1523,1928,450,450,,1
1524,1928,506,506,,1
1525,1928,514,514,,1
1526,1928,519,519,,1
1527,1928,600,600,,1
1528,1928,604,604,,1
1529,1928,613,613,,1
1530,1928,647,647,,1
1531,1928,705,705,,1
1532,1928,709,709,,1
1533,1928,780,780,,1
1534,1928,807,807,,1
1535,1928,819,819,,1
1536,1928,867,867,,1
1537,1928,902,902,,1
1538,1928,905,905,,1
1539,1924,242,242,,1
1540,1925,246,246,,1
1541,1923,268,268,,1
1542,1933,473,473,,1
1543,1943,758,758,,1
1544,1929,767,767,,1
1545,1942,784,784,,1
1546,1939,787,787,,1
1547,1940,809,809,,1
1548,1944,868,868,,1
1549,1941,869,869,,1
1550,1936,876,876,,1
1551,1921,907,907,,1
1552,1948,0,9,,20
1553,1949,0,9,,212
1554,1950,0,9,,213
1555,1951,0,9,,216
1556,1952,0,9,,218
1557,1953,0,9,,220
1558,1930,347,347,,1
1559,1954,0,9,,221
1560,1955,0,9,,222
1561,1956,0,9,,223
1562,1958,0,9,,225
1563,1959,0,9,,226
1564,1960,0,9,,227
1565,1961,0,9,,228
1566,1962,0,9,,229
1567,1963,0,9,,230
1568,1964,0,9,,231
1569,1965,0,9,,232
1570,1966,0,9,,233
1571,1967,0,9,,234
1572,1968,0,9,,235
1573,1930,484,484,,1
1574,1970,0,9,,237
1575,1971,0,9,,238
1576,1972,0,9,,239
1577,1973,0,9,,240
1578,1974,0,9,,241
1579,1976,0,9,,243
1580,1977,0,9,,244
1581,1978,0,9,,245
1582,1747,0,9,,248
1583,1748,0,9,,249
1584,1749,0,9,,250
1585,1750,0,9,,251
1586,1751,0,9,,252
1587,1752,0,9,,253
1588,1753,0,9,,254
1589,1754,0,9,,255
1590,1755,0,9,,256
1591,1756,0,9,,257
1592,1757,0,9,,258
1593,1758,0,9,,260
1594,1759,0,9,,261
1595,1761,0,9,,263
1596,1762,0,9,,264
1597,1763,0,9,,265
1598,1764,0,9,,266
1599,1765,0,9,,267
1600,1766,0,9,,268
1601,1767,0,9,,269
1602,1769,0,9,,27
1603,1771,0,9,,297
1604,1773,0,9,,299
1605,1774,0,9,,30
1606,1777,0,9,,33
1607,1778,0,9,,34
1608,1779,0,9,,350
1609,1780,0,9,,351
1610,1781,0,9,,352
1611,1782,0,9,,353
1612,1783,0,9,,354
1613,1784,0,9,,355
1614,1785,0,9,,356
1615,1786,0,9,,357
1616,1787,0,9,,358
1617,1788,0,9,,359
1618,1789,0,9,,36
1619,1790,0,9,,370
1620,1791,0,9,,371
1621,1792,0,9,,372
1622,1793,0,9,,373
1623,1794,0,9,,374
1624,1795,0,9,,375
1625,1796,0,9,,376
1626,1797,0,9,,377
1627,1798,0,9,,378
1628,1799,0,9,,380
1629,1800,0,0,,38
1630,1801,0,9,,385
1631,1802,0,9,,386
1632,1803,0,9,,387
1633,1804,0,9,,389
1634,1805,0,9,,39
1635,1806,0,9,,40
1636,1807,0,9,,41
1637,1808,0,9,,420
1638,1809,0,9,,421
1639,1810,0,9,,423
1640,1811,0,9,,43
1641,1812,0,9,,44
1642,1813,0,9,,45
1643,1814,0,9,,46
1644,1815,0,9,,47
1645,1816,0,9,,48
1646,1817,0,9,,49
1647,1819,0,9,,501
1648,1820,0,9,,502
1649,1821,0,9,,503
1650,1822,0,9,,504
1651,1823,0,9,,505
1652,1824,0,9,,506
1653,1825,0,9,,507
1654,1827,0,9,,509
1655,1828,0,9,,51
1656,1829,0,9,,52
1657,1830,0,9,,53
1658,1831,0,9,,54
1659,1832,0,9,,55
1660,1833,0,9,,56
1661,1833,90,90,EXCLUSIVO ENTEL,56
1662,1833,91,91,EXCLUSIVO ENTEL,56
1663,1833,98,98,EXCLUSIVO ENTEL,56
1664,1835,0,9,,58
1665,1837,0,9,,591
1666,1838,0,9,,592
1667,1839,2,2,ANDINATEL,593
1668,1839,3,3,ANDINATEL,593
1669,1839,6,6,ANDINATEL,593
1670,1839,0,1,ANDINATEL,593
1671,1839,4,4,PACIFICTEL,593
1672,1839,5,5,PACIFICTEL,593
1673,1839,7,7,PACIFICTEL,593
1674,1839,8,9,PACIFICTEL,593
1675,1841,0,9,,594
1676,1842,0,9,,595
1677,1844,0,9,,597
1678,1845,0,9,,598
1679,1846,0,9,,599
1680,1847,0,9,,60
1681,1848,0,9,,61
1682,1849,0,9,,62
1683,1850,0,9,,63
1684,1851,0,9,,64
1685,1852,0,9,,65
1686,1853,0,9,,66
1687,1854,0,9,,673
1688,1855,0,9,,674
1689,1856,0,9,,675
1690,1857,0,9,,676
1691,1858,0,9,,677
1692,1859,0,9,,678
1693,1860,0,9,,679
1694,1861,0,9,,680
1695,1865,0,9,,685
1696,1866,0,9,,686
1697,1867,0,9,,687
1698,1868,0,9,,689
1699,1869,0,9,,691
1700,1875,11,11,,7
1701,1875,49,49,,7
1702,1875,70,75,,7
1703,1875,80,87,,7
1704,1875,89,96,,7
1705,1875,301,301,,7
1706,1875,302,302,,7
1707,1875,341,348,,7
1708,1875,350,353,,7
1709,1875,357,357,,7
1710,1875,380,385,,7
1711,1875,388,391,,7
1712,1875,393,395,,7
1713,1875,411,416,,7
1714,1875,420,420,,7
1715,1875,421,421,,7
1716,1875,423,423,,7
1717,1875,424,424,,7
1718,1875,426,426,,7
1719,1875,427,427,,7
1720,1875,439,439,,7
1721,1875,450,450,,7
1722,1875,451,451,,7
1723,1875,460,460,,7
1724,1875,471,471,,7
1725,1875,501,501,,7
1726,1875,509,509,,7
1727,1875,517,517,,7
1728,1875,745,745,,7
1729,1875,810,821,,7
1730,1875,830,830,,7
1731,1875,831,831,,7
1732,1875,833,836,,7
1733,1875,840,848,,7
1734,1875,850,850,,7
1735,1875,851,851,,7
1736,1875,855,855,,7
1737,1875,860,867,,7
1738,1875,869,869,,7
1739,1875,871,871,,7
1740,1875,872,872,,7
1741,1875,877,879,,7
1742,1875,901,901,,7
1743,1875,902,902,,7
1744,1871,300,300,,7
1745,1871,310,318,,7
1746,1871,321,330,,7
1747,1775,0,9,,31
1748,1871,333,333,,7
1749,1871,336,336,,7
1750,1871,570,571,,7
1751,1873,502,502,,7
1752,1874,503,503,,7
1753,1872,505,505,,7
1754,1876,0,9,,81
1755,1877,0,9,,82
1756,1878,0,9,,84
1757,1879,0,9,,850
1758,1880,0,9,,852
1759,1881,0,9,,853
1760,1882,0,9,,855
1761,1883,0,9,,856
1762,1885,0,9,INMARSAT O. ATLANTICO OR.,871
1763,1885,0,9,INMARSAT O. PACIFICO,872
1764,1885,0,9,INMARSAT O. INDICO,873
1765,1885,0,9,INMARSAT O. ATLANTICO OCC.,874
1766,1889,0,9,,880
1767,1890,6,6,IRIDIUM UNIVERSAL,881
1768,1890,7,7,IRIDIUM NACIONAL,881
1769,1892,10,10,,882
1770,1894,0,9,,90
1771,1895,0,9,,91
1772,1896,0,9,,92
1773,1897,0,9,,94
1774,1898,0,9,,95
1775,1899,0,9,,960
1776,1900,0,9,,961
1777,1901,0,9,,962
1778,1902,0,9,,963
1779,1903,0,9,,964
1780,1904,0,9,,965
1781,1905,0,9,,966
1782,1906,0,9,,967
1783,1907,0,9,,968
1784,1908,0,9,,971
1785,1909,0,9,,972
1786,1910,0,9,,973
1787,1911,0,9,,974
1788,1912,0,9,,975
1789,1913,0,9,,976
1790,1914,0,9,,977
1791,1915,0,9,,98
1792,1916,0,9,,992
1793,1917,0,9,,995
1794,1918,0,9,,996
1795,1919,0,9,,998
1796,1930,352,352,,1
1797,1776,0,9,,32
1798,1930,360,360,,1
1799,1930,361,361,,1
1800,1930,401,401,,1
1801,1930,402,402,,1
1802,1930,404,415,,1
1803,1930,417,417,,1
1804,1930,419,419,,1
1805,1930,423,425,,1
1806,1930,435,435,,1
1807,1930,440,440,,1
1808,1930,442,442,,1
1809,1930,443,443,,1
1810,1930,464,464,,1
1811,1930,469,469,,1
1812,1930,478,478,,1
1813,1930,480,480,,1
1814,1760,0,9999999,,262
1815,1768,0,9,,269
1816,1770,0,9999999,,290
1817,1772,0,9999999,,298
1818,1818,0,9999999,,500
1819,1826,0,9999999,,508
1820,1836,0,9999999,,590
1821,1843,0,9999999,,596
1822,1862,0,9999999,,681
1823,1863,0,9999999,,682
1824,1864,0,9999999,,684
1825,1870,0,9999999,,692
1826,1884,0,9999999,,86
1827,1893,0,9999999,,886
1828,1920,0,9999999,,247
1829,1922,264,264,,1
1830,1926,441,441,,1
1831,1927,345,345,,1
1832,1934,671,671,,1
1833,1935,808,808,,1
1834,1937,670,670,,1
1835,1938,664,664,,1
1836,1945,649,649,,1
1837,1946,340,340,,1
1838,1947,284,284,,1
1839,1957,0,9999999,,224
1840,1969,0,9999999,,236
1841,1975,0,9999999,,242
1842,1979,0,9999999,,246
82992,1548,9230000,9261699,TELMEX COLOMBIA S.A.,1
83312,1623,9036600,9053999,TELMEX COLOMBIA S.A.,1
84786,2169,9199000,9199999,(DISPONIBLE),4
86021,647,9126100,9126199,EDATEL S.A.,5
86335,1514,8180000,8184999,COLOMBIA TELECOMUNICACIONES S.A. ESP,2
86749,2169,9101100,9101499,(DISPONIBLE),2
86750,2169,9102100,9102699,(DISPONIBLE),2
86751,2169,9104100,9104499,(DISPONIBLE),2
86752,2169,9106100,9106699,(DISPONIBLE),2
86753,2169,9105100,9105899,(DISPONIBLE),2
86757,2169,9110900,9110999,(DISPONIBLE),2
86765,1561,9120200,9120299,COLOMBIA TELECOMUNICACIONES S.A. ESP,2
86766,2169,9121600,9121999,(DISPONIBLE),2
86767,2169,9122500,9122999,(DISPONIBLE),2
86807,2169,8408500,8408999,(DISPONIBLE),4
86819,2169,8481500,8481999,(DISPONIBLE),4
86820,2169,8217000,8217399,(DISPONIBLE),4
86933,2169,8545000,8545499,(DISPONIBLE),6
86940,2169,8606500,8606999,(DISPONIBLE),6
86986,2169,7775500,7775999,(DISPONIBLE),5
86998,2169,7771600,7771999,(DISPONIBLE),5
87093,2169,6572200,6572999,(DISPONIBLE),8
87101,2169,7466200,7466999,(DISPONIBLE),2
87150,2169,4283500,4283999,(DISPONIBLE),8
87156,2169,3689500,3689999,(DISPONIBLE),6
87159,2169,3600000,3600499,(DISPONIBLE),6
87217,2169,7753800,7753999,(DISPONIBLE),4
87218,2169,7754100,7757999,(DISPONIBLE),4
87227,2169,2548000,2548499,(DISPONIBLE),8
87228,2169,2254500,2254999,(DISPONIBLE),8
87229,2169,2284500,2284999,(DISPONIBLE),8
87230,2169,2552000,2552499,(DISPONIBLE),8
87235,2169,2584500,2584999,(DISPONIBLE),8
87240,1113,2539500,2539699,TELMEX COLOMBIA S.A.,8
87245,2169,2884500,2884999,(DISPONIBLE),8
87247,2169,2894500,2894999,(DISPONIBLE),8
87253,2169,2255500,2255999,(DISPONIBLE),8
87255,2169,2538000,2538499,(DISPONIBLE),8
87267,2169,2558500,2558999,(DISPONIBLE),8
87268,2169,2249500,2249999,(DISPONIBLE),8
87287,2169,2462500,2462999,(DISPONIBLE),2
87288,2169,2688500,2688999,(DISPONIBLE),2
87294,2169,2687500,2687999,(DISPONIBLE),2
87299,2169,2559500,2559999,(DISPONIBLE),2
87320,2169,8413400,8413999,(DISPONIBLE),1
87328,1555,8464000,8464499,(RESERVADO),1
87346,2169,8767500,8767599,(DISPONIBLE),1
87370,2036,8999500,8999599,TELMEX COLOMBIA S.A.,1
87378,331,2038000,2038399,TELMEX COLOMBIA S.A.,2
87387,2169,2171000,2174299,(DISPONIBLE),2
87402,247,2586000,2586699,TELMEX TELECOMUNICACIONES S.A. ESP,2
87403,2169,2590500,2594999,(DISPONIBLE),2
87404,2169,2599400,2599999,(DISPONIBLE),2
87408,288,2691000,2692299,TELMEX TELECOMUNICACIONES S.A. ESP,2
87409,287,2880000,2884999,TELMEX TELECOMUNICACIONES S.A. ESP,2
87434,159,8289000,8289299,TELMEX TELECOMUNICACIONES S.A. ESP,2
87439,164,8441000,8443399,TELMEX TELECOMUNICACIONES S.A. ESP,2
87446,2169,8500000,8699999,(DISPONIBLE),2
87590,1669,3910000,3912999,METROTEL S.A,5
87591,2013,3920000,3920499,TELMEX COLOMBIA S.A.,5
87631,601,5900000,5901599,TELMEX COLOMBIA S.A.,5
87635,2169,6240000,6246999,(DISPONIBLE),5
87646,2169,6849500,6849599,(DISPONIBLE),5
87650,2169,7330000,7399999,(DISPONIBLE),5
87691,2169,7550200,7550999,(DISPONIBLE),6
87716,2169,8680000,8680999,(DISPONIBLE),6
87729,2137,4800000,4800599,COLOMBIA TELECOMUNICACIONES S.A. ESP,7
87747,2169,5565600,5565999,(DISPONIBLE),7
87754,2169,5648000,5649999,(DISPONIBLE),7
87755,2169,5655200,5656999,(DISPONIBLE),7
87762,1522,6045000,6046999,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,7
87830,2169,8900000,8989999,(DISPONIBLE),7
87850,2169,2382000,2382999,(RESERVADO),8
87863,1096,2590000,2597999,TELMEX COLOMBIA S.A.,8
87876,1077,2887400,2887499,TELMEX COLOMBIA S.A.,8
87880,2144,3260000,3264699,COLOMBIA TELECOMUNICACIONES S.A. ESP,8
87881,1126,3267000,3267099,(DISPONIBLE),8
87889,1057,4234000,4234999,(RESERVADO),8
87904,936,4380300,4380999,(DISPONIBLE),8
87909,950,6258000,6258599,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,8
88037,858,9132000,9132099,COLOMBIA TELECOMUNICACIONES S.A. ESP,8
88046,1928,226,226,,1
88047,1928,289,289,,1
88048,1928,438,438,,1
88049,1928,581,581,,1
88050,1928,587,587,,1
88051,1928,778,778,,1
88052,2295,0,9,,57
88053,1800,3,4,,38
88054,1800,8,8,,38
88055,1939,939,939,,1
88056,1940,829,829,,1
88057,1871,750,750,,7
88058,2283,0,9,,93
88059,2284,0,9,,994
88060,2289,0,9,,379
88061,2290,0,9,,382
88062,2294,0,9,,672
88063,2285,0,9,,970
88064,2286,0,9,,670
88065,2292,0,9,,381
88066,2287,0,9,,993
88067,2293,0,9,,688
88068,2296,2010000,2010999,ANDINATEL S.A.,2
88069,2297,2020000,2029999,ANDINATEL S.A.,2
88070,2298,2030000,2039999,ANDINATEL S.A.,2
88071,2299,2030000,2039999,ANDINATEL S.A.,2
88072,2300,2040000,2040999,ANDINATEL S.A.,2
88073,2300,2890000,2899999,ANDINATEL S.A.,2
88074,2301,2050000,2050999,ANDINATEL S.A.,2
88075,2301,2890000,2899999,ANDINATEL S.A.,2
88076,2302,2070000,2079999,ANDINATEL S.A.,2
88077,2302,2300000,2399999,ANDINATEL S.A.,2
88078,2303,2080000,2089999,ANDINATEL S.A.,2
88079,2303,2300000,2399999,ANDINATEL S.A.,2
88080,2304,2110000,2110999,ANDINATEL S.A.,2
88081,2304,2360000,2369999,ANDINATEL S.A.,2
88082,2305,2115000,2115999,ANDINATEL S.A.,2
88083,2306,2116000,2116999,ANDINATEL S.A.,2
88084,2307,2120000,2120999,ANDINATEL S.A.,2
88085,2307,2380000,2389999,ANDINATEL S.A.,2
88086,2308,2130000,2130999,ANDINATEL S.A.,2
88087,2308,2360000,2369999,ANDINATEL S.A.,2
88088,2309,2140000,2149999,ANDINATEL S.A.,2
88089,2309,2390000,2399999,ANDINATEL S.A.,2
88090,2310,2150000,2150999,ANDINATEL S.A.,2
88091,2311,2156000,2156999,ANDINATEL S.A.,2
88092,2312,2157000,2157999,ANDINATEL S.A.,2
88093,2313,2158000,2158999,ANDINATEL S.A.,2
88094,2314,2172000,2172999,ANDINATEL S.A.,2
88095,2315,2174000,2174999,ANDINATEL S.A.,2
88096,2316,2200000,2299999,ANDINATEL S.A.,2
88097,2316,2320000,2329999,ANDINATEL S.A.,2
88098,2316,2970000,2979999,ANDINATEL S.A.,2
88099,2316,2980000,2980999,ANDINATEL S.A.,2
88101,2316,2900000,2999999,ANDINATEL S.A.,2
88102,2316,3000000,3009999,ANDINATEL S.A.,2
88103,2316,3013000,3013999,ANDINATEL S.A.,2
88104,2316,3010000,3019999,ANDINATEL S.A.,2
88105,2316,3030000,3039999,ANDINATEL S.A.,2
88106,2316,3040000,3049999,ANDINATEL S.A.,2
88107,2316,3060000,3069999,ANDINATEL S.A.,2
88108,2316,3070000,3079999,ANDINATEL S.A.,2
88109,2316,3110000,3119999,ANDINATEL S.A.,2
88110,2316,3120000,3129999,ANDINATEL S.A.,2
88111,2316,3130000,3139999,ANDINATEL S.A.,2
88112,2316,3150000,3159999,ANDINATEL S.A.,2
88113,2316,3160000,3169999,ANDINATEL S.A.,2
88114,2316,3170000,3179999,ANDINATEL S.A.,2
88115,2316,3190000,3199999,ANDINATEL S.A.,2
88116,2316,3200000,3209999,ANDINATEL S.A.,2
88117,2316,3210000,3219999,ANDINATEL S.A.,2
88118,2316,3220000,3229999,ANDINATEL S.A.,2
88119,2316,3260000,3269999,ANDINATEL S.A.,2
88120,2316,3280000,3289999,ANDINATEL S.A.,2
88121,2316,3300000,3309999,ANDINATEL S.A.,2
88122,2316,3310000,3319999,ANDINATEL S.A.,2
88123,2316,3330000,3339999,ANDINATEL S.A.,2
88124,2316,3340000,3349999,ANDINATEL S.A.,2
88125,2316,3380000,3389999,ANDINATEL S.A.,2
88126,2316,3400000,3409999,ANDINATEL S.A.,2
88127,2316,3410000,3419999,ANDINATEL S.A.,2
88128,2316,3450000,3459999,ANDINATEL S.A.,2
88129,2316,2000000,2699999,ANDINATEL S.A.,2
88130,2316,2800000,2999999,ANDINATEL S.A.,2
88131,2317,2300000,2300999,ANDINATEL S.A.,2
88132,2318,2302000,2302999,ANDINATEL S.A.,2
88133,2319,2304000,2304999,ANDINATEL S.A.,2
88134,2320,2306000,2306999,ANDINATEL S.A.,2
88135,2321,2309000,2309999,ANDINATEL S.A.,2
88136,2322,2310000,2319999,ANDINATEL S.A.,2
88137,2323,2310000,2319999,ANDINATEL S.A.,2
88138,2324,2350000,2359999,ANDINATEL S.A.,2
88139,2325,2360000,2369999,ANDINATEL S.A.,2
88140,2326,2370000,2379999,ANDINATEL S.A.,2
88141,2327,2389000,2389999,ANDINATEL S.A.,2
88142,2328,2380000,2389999,ANDINATEL S.A.,2
88143,2329,2380000,2389999,ANDINATEL S.A.,2
88144,2330,2380000,2389999,ANDINATEL S.A.,2
88145,2331,2392000,2392999,ANDINATEL S.A.,2
88146,2332,2390000,2399999,ANDINATEL S.A.,2
88147,2333,2722000,2722999,ANDINATEL S.A.,2
88148,2334,2729000,2729999,ANDINATEL S.A.,2
88149,2335,2720000,2729999,ANDINATEL S.A.,2
88150,2336,2730000,2739999,ANDINATEL S.A.,2
88151,2337,2770000,2770999,ANDINATEL S.A.,2
88152,2338,2773000,2773999,ANDINATEL S.A.,2
88153,2339,2775000,2775999,ANDINATEL S.A.,2
88154,2340,2770000,2779999,ANDINATEL S.A.,2
88155,2341,2780000,2780999,ANDINATEL S.A.,2
88156,2342,2782000,2782999,ANDINATEL S.A.,2
88157,2343,2784000,2784999,ANDINATEL S.A.,2
88158,2344,2786000,2786999,ANDINATEL S.A.,2
88159,2345,2780000,2789999,ANDINATEL S.A.,2
88160,2346,2870000,2879999,ANDINATEL S.A.,2
88161,2347,2870000,2879999,ANDINATEL S.A.,2
88162,2348,2886000,2886999,ANDINATEL S.A.,2
88163,2349,2889000,2889999,ANDINATEL S.A.,2
88164,2350,2880000,2889999,ANDINATEL S.A.,2
88165,2351,2800000,2899999,ANDINATEL S.A.,2
88166,2316,2700000,2799999,ANDINATEL S.A.,2
88167,2353,3700000,3799999,ANDINATEL S.A.,2
88168,2353,2700000,2721999,ANDINATEL S.A.,2
88169,2353,2723000,2728999,ANDINATEL S.A.,2
88170,2353,2730000,2769999,ANDINATEL S.A.,2
88171,2353,2771000,2772999,ANDINATEL S.A.,2
88172,2353,2774000,2774999,ANDINATEL S.A.,2
88173,2353,2776000,2779999,ANDINATEL S.A.,2
88174,2353,2781000,2781999,ANDINATEL S.A.,2
88175,2353,2783000,2783999,ANDINATEL S.A.,2
88176,2353,2785000,2785999,ANDINATEL S.A.,2
88177,2353,2787000,2799999,ANDINATEL S.A.,2
88178,2355,2312000,2312999,ANDINATEL S.A.,3
88179,2356,2933000,2933999,ANDINATEL S.A.,3
88180,2357,2700000,2709999,PACIFICTEL S.A.,7
88181,2358,2740000,2749999,PACIFICTEL S.A.,7
88182,2359,2760000,2760999,PACIFICTEL S.A.,7
88183,2360,2765000,2765999,PACIFICTEL S.A.,7
88184,2361,2770000,2770999,PACIFICTEL S.A.,7
88185,2362,2780000,2789999,PACIFICTEL S.A.,7
88186,2363,2380000,2380999,ANDINATEL S.A.,3
88187,2363,2660000,2660999,ANDINATEL S.A.,3
88188,2364,2680000,2680999,ANDINATEL S.A.,3
88189,2365,2684000,2684999,ANDINATEL S.A.,3
88190,2366,2680000,2681999,ANDINATEL S.A.,3
88191,2366,2683000,2689999,ANDINATEL S.A.,3
88192,2367,2690000,2690999,ANDINATEL S.A.,3
88193,2368,2701000,2701999,ANDINATEL S.A.,3
88194,2369,2705000,2705999,ANDINATEL S.A.,3
88195,2370,2710000,2710999,ANDINATEL S.A.,3
88196,2371,2712000,2712999,ANDINATEL S.A.,3
88197,2372,2714000,2714999,ANDINATEL S.A.,3
88198,2373,2716000,2716999,ANDINATEL S.A.,3
88199,2374,2710000,2719999,ANDINATEL S.A.,3
88200,2375,2720000,2729999,ANDINATEL S.A.,3
88201,2376,2720000,2729999,ANDINATEL S.A.,3
88202,2377,2720000,2729999,ANDINATEL S.A.,3
88203,2363,2800000,2829999,ANDINATEL S.A.,3
88204,2363,2880000,2899999,ANDINATEL S.A.,3
88205,2363,2840000,2859999,ANDINATEL S.A.,3
88206,2363,2861000,2863999,ANDINATEL S.A.,3
88207,2363,2865000,2866999,ANDINATEL S.A.,3
88208,2363,2868000,2869999,ANDINATEL S.A.,3
88209,2379,2390000,2399999,ANDINATEL S.A.,3
88210,2379,2980000,2989999,ANDINATEL S.A.,3
88211,2380,2650000,2650999,ANDINATEL S.A.,3
88212,2380,2980000,2989999,ANDINATEL S.A.,3
88213,2381,2656000,2656999,ANDINATEL S.A.,3
88214,2382,2658000,2658999,ANDINATEL S.A.,3
88215,2383,2970000,2970999,ANDINATEL S.A.,3
88216,2384,2972000,2972999,ANDINATEL S.A.,3
88217,2385,2974000,2974999,ANDINATEL S.A.,3
88218,2386,2978000,2978999,ANDINATEL S.A.,3
88219,2387,2988000,2988999,ANDINATEL S.A.,3
88220,2388,2450000,2459999,ANDINATEL S.A.,3
88221,2389,2400000,2499999,ANDINATEL S.A.,3
88222,2390,2746000,2746999,ANDINATEL S.A.,3
88223,2391,2751000,2751999,ANDINATEL S.A.,3
88224,2392,2760000,2760999,ANDINATEL S.A.,3
88225,2393,2762000,2762999,ANDINATEL S.A.,3
88226,2394,2772000,2772999,ANDINATEL S.A.,3
88227,2395,2779000,2779999,ANDINATEL S.A.,3
88228,2396,2830000,2839999,ANDINATEL S.A.,3
88229,2396,2870000,2879999,ANDINATEL S.A.,3
88230,2397,2860000,2860999,ANDINATEL S.A.,3
88231,2398,2864000,2864999,ANDINATEL S.A.,3
88232,2399,2870000,2870999,ANDINATEL S.A.,3
88233,2400,2872000,2872999,ANDINATEL S.A.,3
88234,2401,2870000,2879999,ANDINATEL S.A.,3
88235,2389,2890000,2899999,ANDINATEL S.A.,3
88236,2389,2800000,2866999,ANDINATEL S.A.,3
88237,2389,2868000,2879999,ANDINATEL S.A.,3
88238,2403,2740000,2749999,ANDINATEL S.A.,3
88239,2404,2600000,2609999,ANDINATEL S.A.,3
88240,2404,2990000,2999999,ANDINATEL S.A.,3
88241,2404,2934000,2969999,ANDINATEL S.A.,3
88242,2404,2971000,2971999,ANDINATEL S.A.,3
88243,2404,2973000,2973999,ANDINATEL S.A.,3
88244,2404,2975000,2977999,ANDINATEL S.A.,3
88245,2404,2979000,2979999,ANDINATEL S.A.,3
88246,2404,2900000,2911999,ANDINATEL S.A.,3
88247,2404,2913000,2932999,ANDINATEL S.A.,3
88248,2405,2620000,2620999,ANDINATEL S.A.,3
88249,2406,2682000,2682999,ANDINATEL S.A.,3
88250,2407,2740000,2745999,ANDINATEL S.A.,3
88251,2407,2747000,2749999,ANDINATEL S.A.,3
